2021-10-29,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),494.440000
2021-12-11,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),375585.000000
2022-02-22,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),459540.000000
2022-06-27,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),300.000000
2022-09-24,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),431177.000000
2021-11-23,491,Akij Brand Portland Cement (OPC) (Ton),111.540000
2022-08-12,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),700.000000
2022-07-06,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),324281.000000
2021-11-02,492,Akij Brand Portland Cement (OPC) (Bag),10033.000000
2022-05-23,492,Akij Brand Portland Cement (OPC) (Bag),16120.000000
2021-11-17,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),236025.000000
2021-10-14,492,Akij Brand Portland Cement (OPC) (Bag),7350.000000
2023-05-16,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1025.520000
2022-05-19,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),199.380000
2023-02-03,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),904.100000
2022-05-21,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),91.980000
2021-12-08,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),316.800000
2022-09-28,492,Akij Brand Portland Cement (OPC) (Bag),8750.000000
2023-02-12,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1058.620000
2022-04-02,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1666.040000
2023-03-25,494,Akij Brand Composit Cement- Cem II/A  (Bag),1810.000000
2023-03-31,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),856.420000
2022-12-05,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),463.220000
2022-11-01,494,Akij Brand Composit Cement- Cem II/A  (Bag),600.000000
2023-04-07,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1000.980000
2023-05-23,492,Akij Brand Portland Cement (OPC) (Bag),12690.000000
2022-02-22,491,Akij Brand Portland Cement (OPC) (Ton),146.840000
2021-09-09,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),200.000000
2022-09-05,491,Akij Brand Portland Cement (OPC) (Ton),228.560000
2023-04-13,494,Akij Brand Composit Cement- Cem II/A  (Bag),600.000000
2022-09-07,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),217737.000000
2022-10-09,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),760.390000
2023-01-15,491,Akij Brand Portland Cement (OPC) (Ton),145.100000
2023-06-15,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),1451.260000
2022-04-18,491,Akij Brand Portland Cement (OPC) (Ton),95.140000
2021-09-07,492,Akij Brand Portland Cement (OPC) (Bag),1150.000000
2021-10-04,491,Akij Brand Portland Cement (OPC) (Ton),170.780000
2022-08-30,492,Akij Brand Portland Cement (OPC) (Bag),7950.000000
2023-05-11,491,Akij Brand Portland Cement (OPC) (Ton),115.860000
2022-10-25,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),100.000000
2023-05-01,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),45.140000
2021-10-19,494,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Bag),300.000000
2023-02-22,494,Akij Brand Composit Cement- Cem II/A  (Bag),1400.000000
2021-09-15,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),730.840000
2021-11-11,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),370.080000
2023-03-16,491,Akij Brand Portland Cement (OPC) (Ton),212.300000
2022-02-06,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),317110.000000
2022-02-09,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),521590.000000
2022-06-18,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),910.080000
2022-02-12,495,Akij Brand Composit Cement Cem 2/B (PCC-AM) (Ton),43.700000
2022-04-06,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),219045.000000
2023-02-15,494,Akij Brand Composit Cement- Cem II/A  (Bag),1500.000000
2022-05-16,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),390443.000000
2021-10-17,493,Akij Brand Composit Cement Cem 2/B (PCC) (Ton),216.900000
2022-11-21,494,Akij Brand Composit Cement- Cem II/A  (Bag),500.000000
2022-12-11,490,Akij Brand Composit Cement Cem 2/B (PCC) (Bag),412396.000000
